blue_gold,blue_xp,blue_barons,blue_dragons,blue_towers,blue_inhibitors,blue_riftHeralds,blue_champions,blue_atakhans,blue_hordes,red_gold,red_xp,red_barons,red_dragons,red_towers,red_inhibitors,red_riftHeralds,red_champions,red_atakhans,red_hordes,label
48589,57274,0,1,3,0,1,19,0,1,58750,70807,0,2,11,1,0,39,1,5,0
48594,57008,0,2,7,0,1,32,1,6,36328,44766,0,0,0,0,0,14,0,0,1
43803,55944,0,0,2,0,0,10,0,3,55493,68950,0,4,10,2,1,24,1,3,0
64741,85837,1,2,9,1,0,29,1,0,65376,85109,1,3,6,0,1,31,0,6,1
40314,47451,0,1,5,0,0,17,0,6,30978,40016,0,2,0,0,0,7,0,0,1
66381,81191,1,1,9,1,1,23,0,5,60713,77770,0,3,5,0,0,30,1,1,1
59498,65175,0,3,11,3,1,39,0,3,46424,55990,0,0,3,0,0,22,1,3,1
71076,95448,1,3,7,1,0,36,1,0,70751,85354,1,3,8,2,1,27,0,6,1
58596,70167,0,0,7,0,0,20,0,4,65227,83725,1,4,9,2,1,37,1,1,0
54917,66301,1,2,5,0,0,24,0,6,54810,70152,0,2,8,1,1,21,1,0,0
51289,64514,0,3,10,2,1,26,1,3,41612,51493,0,0,1,0,0,13,0,3,1
50342,67448,0,2,4,0,1,20,1,3,53693,64731,0,1,7,1,0,25,0,3,0
56498,71924,1,2,9,2,1,27,1,6,51334,60784,0,2,3,0,0,27,0,0,1
39520,46216,0,2,3,0,1,21,0,3,33673,41075,0,1,1,0,0,10,0,3,1
60790,76148,1,2,10,3,1,30,0,5,52072,64035,0,1,2,0,0,25,0,1,1
43166,48871,0,0,4,1,0,51,0,0,34872,36995,0,0,0,0,0,24,0,0,1
63469,85640,0,0,4,1,0,48,0,0,58226,79560,0,0,0,0,0,47,0,0,1
52286,69958,0,0,1,0,0,45,0,0,50566,64838,0,0,0,0,0,36,0,0,1
66353,79143,1,3,5,1,1,51,1,0,64665,74587,0,1,5,0,0,46,0,6,1
37813,38896,0,0,3,0,0,24,0,6,29960,30798,0,1,0,0,0,18,0,0,1
65613,76504,0,1,7,0,1,46,0,6,70984,91311,1,3,8,1,0,44,1,0,0
56312,69496,0,1,2,0,0,25,0,1,69562,88969,1,3,11,2,1,58,1,5,0
34366,39179,0,0,1,0,0,24,0,6,30063,32616,0,1,0,0,0,14,0,0,1
48740,58360,0,1,5,0,1,24,0,4,42744,50200,0,2,1,0,0,10,0,2,1
57238,73451,0,4,6,0,1,29,1,6,49428,63393,0,0,1,0,0,24,0,0,1
77633,102045,1,2,9,1,0,44,0,4,76130,96707,0,3,5,0,1,47,1,2,1
68415,84821,0,3,5,0,1,20,0,6,75333,97497,2,3,11,3,0,27,1,0,0
51018,66046,0,1,3,0,1,5,0,3,59914,85679,1,4,9,1,0,24,1,3,0
66017,80657,1,2,9,2,1,34,0,3,61216,76032,0,2,8,1,0,28,1,3,1
41188,52772,0,1,0,0,0,9,0,5,52152,68490,0,2,8,1,0,30,1,1,0
72375,88477,1,1,10,1,1,35,0,0,64755,80799,0,3,4,0,0,32,1,6,1
56622,70805,0,3,10,2,1,33,1,6,48266,61022,0,0,3,0,0,23,0,0,1
50464,61573,0,0,3,0,0,18,0,4,57374,72131,1,4,9,1,1,27,1,2,0
70143,92594,1,2,10,2,1,40,1,2,58758,68387,0,2,7,1,0,27,0,1,1
57022,72593,1,3,8,1,1,30,1,3,51739,58526,0,1,3,0,0,24,0,3,1
48515,58466,0,2,2,0,0,15,0,2,58522,71385,1,1,9,2,1,40,0,4,0
64577,79502,1,0,10,2,0,36,1,6,49756,58287,0,3,1,0,0,25,0,0,1
87302,113385,2,2,12,4,1,39,1,1,82590,108473,1,3,4,0,0,32,0,5,1
82333,102594,1,2,7,1,0,44,0,1,79053,101819,1,3,7,0,0,37,1,5,1
31774,40216,0,1,0,0,0,8,0,3,41040,50147,0,1,7,1,1,17,0,3,0
70027,87951,2,2,11,4,1,36,1,3,62127,76253,0,3,3,0,0,23,0,3,1
61622,78537,1,3,10,2,1,31,1,6,48631,57995,0,0,4,0,0,13,0,0,1
62702,75192,0,0,3,0,1,29,1,1,70440,85581,1,4,11,3,0,38,0,5,0
37102,48739,0,0,2,0,0,5,0,0,48105,58620,0,3,10,2,1,19,1,6,0
25774,30075,0,0,0,0,0,7,0,4,31488,36001,0,2,2,0,0,22,0,2,0
65155,81891,1,3,9,2,0,28,1,6,57607,72525,0,1,4,0,1,22,0,0,1
51848,64207,0,0,4,0,0,19,0,0,59809,77649,0,4,9,1,1,30,1,6,0
40774,46157,0,3,5,0,0,27,0,1,31648,35881,0,0,1,0,0,11,0,5,1
59540,74620,0,2,4,0,1,30,1,6,63044,81934,1,3,8,1,0,30,0,0,0
41260,47036,0,1,6,1,1,19,0,6,35140,43627,0,2,2,0,0,10,0,0,1
49981,58641,0,3,10,2,1,38,0,2,38185,44403,0,0,0,0,0,18,0,4,1
70070,90774,1,2,6,1,0,23,0,6,73503,102534,1,4,8,1,1,35,1,0,0
70804,96249,2,2,8,1,0,29,1,0,63693,82617,0,3,5,0,1,26,0,6,1
67846,83529,1,3,8,1,1,37,0,4,63675,74597,0,2,6,0,0,34,1,2,1
66816,76566,0,3,8,2,0,35,0,0,64517,77320,1,2,6,0,1,34,1,6,1
29680,39490,0,2,1,0,1,9,0,0,27254,36122,0,0,0,0,0,3,0,6,1
52340,63782,0,0,4,0,0,25,0,2,65224,80084,1,4,11,2,1,46,1,4,0
51849,63226,0,1,5,0,1,26,1,5,60432,74329,1,2,9,1,0,35,0,1,0
41060,52381,0,1,1,0,0,10,0,6,48988,60635,0,3,8,1,1,19,0,0,0
68740,101048,0,0,4,2,0,64,0,0,66529,92320,0,0,1,0,0,62,0,0,1
55582,70384,0,3,10,2,0,31,1,6,46929,60758,0,0,2,0,1,22,0,0,1
46425,54794,0,0,3,0,1,24,1,3,54374,63000,0,4,9,1,0,30,0,3,0
53416,62346,0,2,6,0,1,28,0,5,47586,63716,0,1,2,0,0,19,1,1,1
62259,74096,1,3,11,3,1,26,0,3,55090,71318,0,0,3,0,0,35,1,3,1
23899,28645,0,0,1,0,0,6,0,0,29515,31943,0,1,1,0,0,16,0,6,0
55517,68964,0,1,9,2,1,32,1,6,48082,58171,0,2,4,0,0,20,0,0,1
63290,77896,0,2,3,0,1,32,0,6,68791,79957,1,2,10,2,0,40,1,0,0
57938,68450,0,1,8,1,1,31,1,5,51208,62719,0,2,3,0,0,22,0,1,1
65951,83714,1,3,8,1,1,46,1,6,57097,67785,0,1,3,0,0,27,0,0,1
52045,63991,0,3,7,1,1,32,1,4,46187,52540,0,1,2,0,0,24,0,2,1
59620,75140,0,2,9,2,1,37,1,6,51216,62384,0,2,3,0,0,18,0,0,1
25487,31704,0,0,0,0,0,3,0,6,30831,37652,0,2,1,0,0,19,0,0,0
56746,62673,0,0,5,0,1,26,1,3,58761,74451,1,3,8,1,0,35,0,3,0
44820,54076,0,2,4,0,0,13,0,6,51886,64050,0,1,6,1,1,30,1,0,0
51425,54184,0,0,2,0,0,26,0,1,56018,66446,0,3,9,2,1,38,1,5,0
41961,44523,0,2,5,0,0,25,0,5,29908,35931,0,1,1,0,0,6,0,1,1
38736,47244,0,0,3,0,0,10,0,6,41574,58584,0,3,3,0,1,18,1,0,0
25271,29270,0,0,0,0,0,8,0,2,30070,35049,0,2,2,0,0,14,0,4,0
64424,90114,0,0,4,2,0,46,0,0,59116,83280,0,0,1,0,0,40,0,0,1
33589,34902,0,1,3,0,0,23,0,5,25596,29138,0,0,0,0,0,8,0,1,1
64972,83243,0,3,6,1,0,31,1,1,69475,85382,1,2,11,2,1,35,0,5,1
50435,55445,0,2,4,0,1,36,1,4,44472,45484,0,1,2,0,0,26,0,2,1
47457,58681,0,0,2,0,0,17,0,0,61424,75512,1,3,11,3,1,28,1,6,0
79653,108936,1,3,9,1,1,36,1,4,76272,97995,0,2,8,1,0,34,0,1,1
27855,32591,0,0,0,0,0,10,0,0,32163,36551,0,1,1,0,0,23,0,6,0
57044,65960,0,2,10,1,1,37,0,0,52589,67326,0,1,6,1,0,27,1,6,1
49862,60302,0,2,4,0,1,13,0,4,58529,74012,1,2,9,1,0,20,1,2,0
48728,56959,0,1,7,1,1,30,0,6,44618,56234,0,2,2,0,0,26,1,0,1
36527,45657,0,2,2,0,1,18,0,0,30869,38382,0,0,1,0,0,7,0,6,1
71094,81911,1,0,7,0,1,24,0,1,75614,96635,1,5,9,1,0,38,1,5,0
60838,79819,0,2,2,0,0,29,0,0,71076,89383,1,3,11,3,1,31,1,6,0
49780,64284,0,2,9,1,1,27,1,6,38797,47234,0,1,3,0,0,5,0,0,1
61121,82237,1,3,9,2,1,31,1,4,47972,62841,0,1,3,0,0,10,0,1,1
68519,89194,1,2,10,2,0,38,1,3,55063,65980,0,1,3,0,1,25,0,3,1
61450,75670,0,0,5,0,1,25,0,3,68187,88035,1,4,5,0,0,38,1,3,0
58453,73311,0,4,7,1,0,26,0,3,64658,81350,1,0,7,1,1,28,1,3,1
68146,90126,1,2,9,2,0,41,1,6,55780,68525,0,3,3,0,0,29,0,0,1
46427,51962,0,3,5,0,1,32,0,3,39931,51456,0,0,3,0,0,24,1,3,1
36800,47836,0,1,0,0,0,11,0,3,45673,53915,0,2,5,0,1,31,0,3,0
54797,65022,0,2,2,0,0,30,0,5,64304,75531,1,2,10,2,0,38,1,1,0
39278,46491,0,0,1,0,1,19,0,6,48922,59813,0,2,4,0,0,33,1,0,0
52516,65569,0,0,3,0,0,22,0,6,66021,85999,1,4,5,0,1,47,1,0,0
51116,63293,0,0,3,0,0,18,1,6,59136,77536,1,4,7,2,1,33,0,0,0
53360,60981,0,1,10,1,1,36,0,6,39672,49444,0,2,0,0,0,16,0,0,1
43518,54803,0,1,2,0,0,15,0,5,54954,68268,0,3,11,3,1,30,1,1,0
42375,51603,0,1,5,0,1,23,0,4,34649,39874,0,1,2,0,0,11,0,2,1
37701,46259,0,0,2,0,0,18,0,2,48605,61029,0,3,9,2,1,26,1,4,0
35439,38829,0,2,1,0,0,18,0,0,37509,43550,0,1,2,0,1,24,0,6,0
23371,27249,0,0,0,0,0,9,0,0,32292,34168,0,1,3,0,0,25,0,6,0
45598,55480,0,0,4,0,0,26,0,2,46611,63316,0,3,5,0,1,24,1,1,0
40609,52986,0,0,2,0,1,37,0,0,30636,41678,0,1,1,0,0,10,0,6,1
55846,71935,0,1,3,0,0,28,0,6,71757,88834,1,2,11,3,1,51,1,0,0
57090,70556,0,2,5,0,1,33,0,6,63036,81648,1,2,11,3,0,35,1,0,0
67485,85154,1,2,9,3,1,40,0,3,60642,73258,0,2,3,0,0,31,0,3,1
49520,58152,0,0,4,0,0,18,0,6,59044,73797,1,3,9,1,1,40,1,0,0
44440,57176,0,3,4,0,1,30,1,4,36970,42976,0,0,0,0,0,15,0,2,1
81185,108107,0,2,7,1,1,39,1,6,82171,107992,2,4,11,6,0,28,0,0,0
65998,83159,1,1,10,2,1,44,0,6,52685,69739,0,3,2,0,0,23,1,0,1
62705,77686,1,3,9,1,1,35,1,6,54545,63398,0,1,6,1,0,19,0,0,1
31937,37393,0,0,1,0,0,8,0,0,39533,44268,0,1,4,0,0,20,0,6,0
53969,69859,0,3,9,1,1,31,1,5,51103,59381,0,1,4,0,0,18,0,1,1
80021,107775,1,3,7,1,0,33,1,3,76793,96144,1,3,7,1,1,29,0,3,1
70633,87408,0,2,4,0,0,44,0,2,73579,101506,2,3,9,4,1,46,1,4,0
36370,36912,0,2,4,0,0,24,0,6,24692,29230,0,0,0,0,0,9,0,0,1
64854,82332,1,2,8,1,1,38,1,6,55396,68402,0,2,1,0,0,28,0,0,1
47177,55101,0,0,3,0,0,17,0,4,60767,72126,0,4,10,2,1,49,1,2,0
51552,58836,0,3,4,0,0,24,1,3,60737,74619,1,1,8,1,1,39,0,3,0
61512,79405,1,3,10,2,1,36,1,6,53483,61488,0,1,1,0,0,24,0,0,1
63858,81033,1,2,9,2,1,36,1,3,59275,70203,0,1,5,0,0,32,0,3,1
49492,61554,0,2,7,1,1,27,1,5,45370,52737,0,1,4,0,0,16,0,1,1
34518,35406,0,2,2,0,0,26,0,1,27030,27623,0,0,0,0,0,13,0,2,1
49655,55106,0,1,3,0,0,29,0,5,57462,71626,0,1,8,1,1,35,1,1,0
66629,84835,1,2,10,2,0,30,0,6,57940,74014,0,2,4,0,1,24,1,0,1
40976,52032,0,0,3,0,1,15,0,6,44971,55463,0,3,6,1,0,18,0,0,0
44201,58395,0,0,2,0,0,14,0,3,57106,73725,0,4,10,1,1,33,1,3,0
73543,93310,2,2,11,3,0,32,1,3,62353,80135,0,3,3,0,1,18,0,3,1
42784,51306,0,3,8,1,1,18,0,6,32392,40889,0,0,1,0,0,6,0,0,1
72591,93882,2,4,11,3,0,39,1,2,57697,72439,0,0,4,0,1,16,0,4,1
62066,73575,0,2,11,3,1,33,1,5,54028,68950,0,1,1,0,0,30,0,1,1
26179,31441,0,1,0,0,0,8,0,6,32172,37022,0,1,2,0,0,20,0,0,0
54373,63969,0,0,4,0,1,24,0,3,61570,80279,0,4,8,1,0,38,1,1,0
32328,34221,0,0,3,0,0,15,0,6,24570,28681,0,2,0,0,0,8,0,0,1
19786,24620,0,0,0,0,0,5,0,0,24737,28708,0,1,1,0,0,5,0,6,0
49654,63805,0,2,4,0,1,24,1,0,43134,53329,0,1,4,0,0,9,0,6,1
52731,68567,0,2,1,0,0,27,1,3,61537,71363,1,2,11,4,1,32,0,3,0
42937,51593,0,2,2,0,1,15,0,0,52106,63346,0,1,10,2,0,28,1,6,0
67147,86322,1,2,10,2,1,24,1,6,57479,70418,0,3,4,0,0,25,0,0,1
49190,63859,0,0,3,0,0,14,0,3,59750,79657,1,4,10,2,1,31,1,3,0
32649,34083,0,0,2,0,0,15,0,3,38185,42750,0,2,3,0,1,21,0,3,0
33316,32782,0,1,5,0,0,19,0,5,24232,27949,0,0,1,0,0,4,0,1,1
35764,32463,0,1,4,0,0,24,0,6,23420,24863,0,1,0,0,0,10,0,0,1
64371,80639,0,3,6,1,1,40,1,0,72035,90652,1,2,8,1,0,35,0,6,0
50125,58876,0,1,9,1,0,26,0,6,41072,49015,0,2,2,0,0,15,0,0,1
75816,96247,2,2,10,2,0,36,1,0,64410,79725,0,3,5,0,1,20,0,6,1
62705,80889,0,2,3,0,1,32,0,1,72491,93302,1,3,11,2,0,45,1,5,0
59260,76727,1,2,11,2,1,25,1,6,44296,60445,0,2,1,0,0,8,0,0,1
67925,86225,0,3,5,0,1,24,1,6,75605,93488,1,2,9,1,0,34,0,0,0
35668,47355,0,1,0,0,0,8,0,5,53392,62432,0,1,11,3,1,28,0,1,0
68744,83936,0,3,5,0,1,38,0,4,73658,91229,2,2,11,3,0,39,1,2,0
56070,70868,0,1,3,0,0,20,0,6,67452,86348,1,4,8,2,0,37,1,0,0
58151,68840,0,3,6,0,0,33,0,1,60489,73503,0,1,10,2,1,38,1,2,0
56595,70435,0,2,5,0,1,24,1,6,67343,82934,1,2,9,1,0,38,0,0,0
65958,83097,1,1,10,2,1,31,1,3,55705,64200,0,3,4,0,0,27,0,1,1
82748,108836,1,4,8,1,0,39,1,6,77050,93877,1,2,8,3,1,31,0,0,1
44505,53306,0,0,2,0,0,23,0,1,54316,66604,0,3,9,1,0,30,1,5,0
67262,81201,0,4,10,2,1,39,0,3,61842,79317,1,1,5,0,0,26,1,3,1
108479,136027,3,4,7,1,1,53,1,1,109418,141720,1,3,11,5,0,58,0,2,0
57236,73151,0,2,8,1,1,41,1,1,53965,65898,1,1,6,0,0,16,0,5,1
73563,91092,1,3,8,1,0,44,1,2,71385,87237,1,2,5,1,0,42,0,4,1
74758,84066,1,2,6,0,1,44,0,5,79736,97429,1,3,9,1,0,51,1,1,0
61379,82899,1,2,9,1,0,35,1,1,54586,62690,0,2,4,0,1,18,0,5,1
53761,67413,0,2,9,2,1,26,1,4,43737,54348,0,1,1,0,0,16,0,2,1
72317,87211,0,2,10,2,0,31,0,3,69002,92779,1,3,5,0,1,31,1,3,1
58061,68478,0,2,9,1,1,35,1,3,45384,55020,0,1,2,0,0,22,0,3,1
66589,81172,0,1,6,0,0,29,0,0,72406,89891,1,4,10,1,1,54,1,6,0
42853,51623,0,0,0,0,0,17,0,0,57669,66446,0,3,11,3,1,45,0,6,0
42778,49391,0,0,2,0,1,17,0,2,54494,65513,0,3,7,1,0,37,1,4,0
49787,62229,0,1,1,0,0,23,0,3,63240,75315,1,3,10,2,1,34,1,3,0
34645,43550,0,1,0,0,0,12,0,4,42144,51269,0,2,3,0,1,32,0,2,0
78510,97891,1,5,13,6,1,50,1,6,71232,93303,1,0,3,0,0,31,0,0,1
53978,68712,0,0,4,0,1,26,1,5,55463,71507,1,4,5,1,0,27,0,1,0
51058,61706,0,3,3,0,1,21,0,0,63041,78522,1,1,9,1,0,36,1,6,0
64807,80737,1,3,9,1,1,34,1,6,51532,65198,0,1,2,0,0,16,0,0,1
60847,69290,0,0,2,0,0,29,0,6,69940,87362,1,4,10,2,0,47,1,0,0
80948,94198,1,2,10,1,1,48,0,0,81313,103570,1,4,8,1,0,42,1,6,0
65783,81388,1,1,7,2,0,20,0,3,71476,93148,1,4,11,2,1,34,1,3,0
49732,57579,0,0,2,0,1,29,0,3,56734,67892,0,3,10,1,0,32,1,3,0
39821,46754,0,2,1,0,0,13,0,0,51113,61217,0,1,10,1,1,27,1,6,0
33992,40389,0,1,0,0,0,10,0,1,47558,58477,0,1,10,1,0,26,1,5,0
43904,45933,0,2,9,2,1,29,0,4,32913,38359,0,0,1,0,0,10,0,2,1
78358,105365,2,3,6,0,1,35,0,3,75884,93539,0,3,10,2,0,28,1,3,0
60738,72124,0,1,6,0,1,35,0,5,63751,79762,1,3,9,1,0,37,1,1,0
59034,75061,1,0,4,0,0,17,0,5,62121,79747,0,4,11,4,1,23,1,1,0
47591,59750,0,0,1,0,0,19,0,4,57141,75131,0,4,11,3,1,39,1,2,0
60347,75595,1,2,10,2,1,36,1,5,48963,58023,0,1,4,0,0,16,0,1,1
38091,46412,0,0,2,0,0,12,0,1,51254,59625,0,2,9,2,1,32,0,5,0
59922,78797,0,1,9,1,0,35,1,5,48551,61013,0,2,3,0,1,14,0,1,1
63294,78755,0,3,10,2,1,28,1,6,60602,80047,1,0,4,0,0,23,0,0,1
33000,34026,0,1,3,0,0,16,0,6,24798,28814,0,1,0,0,0,6,0,0,1
74287,97859,0,1,4,0,0,26,1,6,88624,113707,3,5,12,4,1,33,0,0,0
45101,51384,0,0,2,0,1,19,0,0,56713,70609,0,3,8,1,0,36,1,6,0
50074,65362,0,2,4,0,0,14,1,6,61247,77320,1,2,11,3,1,29,0,0,0
63019,86774,0,0,4,1,0,55,0,0,55650,74967,0,0,1,0,0,38,0,0,1
25017,29552,0,1,0,0,0,7,0,0,31299,33739,0,0,1,0,0,18,0,6,0
68443,88936,1,2,8,1,0,36,1,6,59917,76738,0,3,2,0,1,28,0,0,1
64198,70602,0,2,3,0,1,36,0,4,68971,80777,1,3,9,1,0,43,1,2,0
95725,118580,2,3,9,1,1,52,0,6,89284,115391,1,3,5,0,0,42,1,0,1
44925,55495,0,0,4,0,0,16,0,0,55356,68095,0,3,10,2,1,36,1,6,0
89288,148216,0,0,4,1,0,78,0,0,88902,142303,0,0,3,1,0,83,0,0,1
61399,84128,0,0,4,2,0,63,0,0,55955,75108,0,0,1,0,0,41,0,0,1
62189,80484,1,4,11,3,1,33,1,6,49265,61105,0,0,0,0,0,23,0,0,1
24337,30661,0,0,0,0,0,5,0,0,33053,34430,0,1,3,0,0,17,0,6,0
48012,61717,0,1,7,1,1,26,1,6,39981,49471,0,2,0,0,0,12,0,0,1
61043,77918,1,4,10,2,1,32,0,3,55358,67010,0,0,4,0,0,26,1,0,1
60616,75911,1,4,10,2,1,29,1,3,47674,60233,0,0,2,0,0,12,0,3,1
49970,63677,0,1,4,0,1,15,0,4,61047,83355,1,3,10,1,0,30,1,1,0
46485,57555,0,0,2,0,0,21,0,6,56453,70364,0,4,9,2,1,32,1,0,0
67568,85635,0,3,11,3,0,45,1,6,58630,74224,1,1,4,0,1,24,0,0,1
26808,28858,0,0,1,0,0,5,0,2,35010,33691,0,1,3,0,0,23,0,4,0
33138,34771,0,2,3,0,0,22,0,5,23019,27493,0,0,0,0,0,6,0,1,1
56483,78293,1,3,3,0,1,36,1,0,46669,58334,0,1,4,0,0,12,0,6,1
70968,84738,1,3,6,1,0,46,1,4,72912,85924,1,2,8,1,1,44,0,2,0
57376,74684,0,3,5,0,0,17,0,6,62074,81760,1,2,7,1,1,32,1,0,0
59282,68755,0,1,8,2,1,30,1,4,43404,53061,0,2,2,0,0,11,0,2,1
42650,47914,0,1,8,1,1,20,0,6,29034,36222,0,1,0,0,0,8,0,0,1
34630,44811,0,0,0,0,0,9,0,3,42478,50255,0,3,4,0,1,22,0,3,0
28041,34086,0,2,0,0,0,11,0,1,34778,37465,0,0,4,0,0,17,0,5,0
68781,87987,1,4,10,2,0,35,1,2,56720,70359,0,0,2,0,1,30,0,1,1
53128,65084,0,1,2,0,0,28,0,1,63599,84124,1,3,10,2,1,38,1,5,0
36432,39492,0,1,3,0,0,25,0,6,28786,34235,0,1,0,0,0,9,0,0,1
41350,50454,0,2,4,0,1,24,0,3,31791,41047,0,0,0,0,0,11,0,3,1
68615,87824,1,4,10,2,1,44,0,5,57795,71298,0,0,5,0,0,19,1,1,1
51163,61485,0,0,3,0,1,18,0,0,63055,76637,0,3,9,2,0,40,1,6,0
51937,60338,0,1,5,0,1,31,0,2,54991,67029,0,3,8,1,0,32,1,4,0
63394,77787,1,3,10,1,1,37,1,4,55107,63090,0,1,4,0,0,25,0,2,1
80858,128021,0,0,1,0,0,60,0,0,83190,127675,0,0,4,2,0,57,0,0,0
82689,132902,0,0,2,1,0,72,0,0,85665,136850,0,0,4,2,0,81,0,0,0
83532,132155,0,0,4,1,0,77,0,0,78109,119249,0,0,2,0,0,67,0,0,1
55062,71598,0,3,11,2,1,29,1,1,46406,58425,0,1,3,0,0,17,0,5,1
56839,75158,0,0,1,0,0,35,0,0,64922,89376,0,0,4,1,0,57,0,0,0
32713,37460,0,0,3,0,0,18,0,6,25230,31757,0,1,0,0,0,7,0,0,1
23578,25442,0,0,1,0,0,4,0,3,31830,30550,0,2,3,0,0,19,0,3,0
72441,109974,0,0,4,2,0,71,0,0,67806,100041,0,0,1,0,0,59,0,0,1
70687,102593,0,0,1,0,0,60,0,0,73715,106087,0,0,4,2,0,66,0,0,0
52151,67497,0,1,5,0,1,17,1,0,61455,74509,1,3,11,3,0,22,0,6,0
32975,39249,0,2,2,0,0,13,0,3,28052,35948,0,1,1,0,0,3,0,3,1
85285,139717,0,0,4,2,0,92,0,0,77112,116521,0,0,1,0,0,57,0,0,1
60004,78508,1,4,9,2,1,30,1,2,48686,61098,0,0,1,0,0,25,0,4,1
72985,109988,0,0,2,1,0,66,0,0,74082,111010,0,0,4,2,0,68,0,0,0
63185,78330,0,3,6,0,1,34,1,5,68353,82180,1,2,9,2,0,38,0,1,0
38444,44742,0,3,4,0,0,24,0,0,31368,38402,0,0,0,0,0,15,0,6,1
42833,54192,0,2,1,0,0,15,0,0,57616,68581,0,1,11,3,1,43,1,6,0
29427,34207,0,1,1,0,0,15,0,6,22424,28732,0,1,0,0,0,2,0,0,1
57084,72948,0,3,8,1,1,23,1,0,46853,59543,0,1,4,0,0,6,0,6,1
77908,99905,1,2,8,1,1,57,1,3,72623,84997,0,2,8,0,0,45,0,3,1
62424,80097,1,3,10,2,1,35,1,3,50152,59692,0,1,3,0,0,16,0,3,1
55836,68240,0,0,3,0,0,25,0,0,67117,83282,1,3,9,1,1,44,1,6,0
44642,53655,0,0,3,0,1,17,0,6,52828,66605,0,2,6,1,0,29,1,0,0
38789,45812,0,0,1,0,0,16,0,3,51524,59154,0,2,5,0,1,35,0,3,0
64622,81453,1,3,10,2,1,44,1,5,54387,66485,0,1,4,0,0,20,0,1,1
42074,48437,0,2,5,0,1,23,0,4,33002,35142,0,1,1,0,0,17,0,2,1
57355,70307,0,4,11,1,1,34,1,6,46196,61230,0,0,1,0,0,15,0,0,1
47367,58070,0,1,1,0,0,17,0,3,64310,77342,1,3,9,0,1,29,1,3,0
85704,110399,1,3,7,1,1,33,1,1,82275,103092,2,3,11,4,0,28,0,5,1
49963,56129,0,1,8,1,1,31,0,6,42662,51682,0,1,2,0,0,18,0,0,1
56337,61292,0,2,11,1,1,44,0,3,41783,49703,0,0,1,0,0,19,0,3,1
23687,28072,0,0,0,0,0,8,0,1,32054,34498,0,1,3,0,0,17,0,5,0
56241,67129,1,2,9,2,1,23,1,6,54879,66024,0,1,4,0,0,29,0,0,1
61533,83094,1,2,11,3,1,29,1,6,51359,64643,0,2,3,0,0,15,0,0,1
69223,80299,0,2,9,1,0,41,0,4,60962,74513,1,2,4,0,1,29,1,2,1
57811,77687,1,3,11,3,1,25,1,1,48431,64231,0,0,3,0,0,12,0,5,1
32685,33700,0,1,2,0,0,17,0,6,32761,35232,0,1,3,0,1,14,0,0,0
48631,60309,0,0,2,0,0,13,0,6,57536,75608,1,4,6,0,1,27,1,0,0
46415,50441,0,0,5,0,0,20,0,6,54808,69932,0,3,8,1,1,38,1,0,0
33629,35783,0,1,4,0,0,19,0,6,23174,26529,0,0,1,0,0,5,0,0,1
63363,82824,1,0,7,1,0,33,0,0,56930,73296,0,4,4,0,1,27,1,6,1
87129,114251,1,2,7,1,1,37,1,6,87478,111416,1,5,9,3,0,35,0,0,1
74124,90835,1,1,10,4,1,37,1,5,79314,107380,1,5,7,1,0,47,0,1,0
44951,53738,0,0,2,0,0,25,0,6,51888,61476,0,3,7,1,1,37,0,0,0
23958,27477,0,0,0,0,0,6,0,2,33955,33372,0,1,5,0,0,18,0,4,0
54628,70742,1,0,2,0,1,23,0,6,62732,78439,0,4,10,2,0,38,1,0,0
45058,51669,0,0,6,1,1,22,0,4,34868,42536,0,2,1,0,0,16,0,2,1
50948,61116,0,2,7,1,1,34,1,0,41776,46639,0,0,1,0,0,26,0,6,1
39105,44815,0,2,6,1,1,15,0,4,30783,36409,0,0,0,0,0,9,0,2,1
57718,73896,0,0,3,0,0,28,0,0,71465,92091,1,4,11,3,1,44,1,6,0
53879,66068,0,1,4,0,0,25,0,5,64513,80618,1,3,8,1,1,40,0,1,0
53132,62629,0,1,3,0,1,26,0,2,65880,85523,1,2,10,2,0,39,1,4,0
58795,75167,0,0,3,0,0,22,0,3,69819,93355,1,4,10,2,1,31,1,3,0
60112,73353,0,0,6,0,1,24,0,4,63235,86517,1,5,7,1,0,27,1,2,0
63210,77952,1,3,4,0,0,29,0,3,70541,88628,0,2,9,1,1,47,1,3,0
70926,86276,0,1,7,1,0,42,0,2,68894,82058,1,4,8,2,1,36,1,4,1
76461,96898,1,2,11,5,0,55,1,6,65806,82867,0,2,4,0,0,36,0,0,1
66681,84993,1,1,9,2,1,33,1,3,61055,74190,0,3,5,0,0,33,0,3,1
71732,92610,0,2,9,1,0,55,1,3,62002,75897,0,3,2,0,0,39,0,3,1
55040,67267,0,2,9,2,1,37,1,6,47882,55072,0,1,4,0,0,23,0,0,1
59736,75149,0,1,5,0,0,29,0,4,64742,83771,1,3,9,1,1,31,1,2,0
65379,82083,1,1,10,2,1,37,0,5,52047,67119,0,3,4,0,0,15,1,1,1
50194,64978,0,0,3,0,0,18,0,3,59965,80919,1,4,10,1,1,32,1,3,0
81284,105079,2,4,12,3,1,53,1,6,72490,92511,0,2,3,0,0,38,0,0,1
44367,53379,0,1,2,0,1,16,0,6,58260,72980,0,3,9,1,0,43,1,0,0
72106,90129,1,3,8,2,1,40,1,6,65544,81532,0,2,5,0,0,31,0,0,1
