blue_gold,blue_xp,blue_barons,blue_dragons,blue_towers,blue_inhibitors,blue_riftHeralds,blue_champions,blue_atakhans,blue_hordes,red_gold,red_xp,red_barons,red_dragons,red_towers,red_inhibitors,red_riftHeralds,red_champions,red_atakhans,red_hordes,label
33078,36578,0,1,3,0,0,24,0,4,26826,31259,0,0,0,0,0,11,0,2,1
72883,89164,1,2,7,0,0,47,1,6,64737,78721,0,2,4,0,1,37,0,0,1
32606,33049,0,1,4,0,0,19,0,6,25490,26674,0,0,0,0,0,10,0,0,1
48501,54965,0,0,2,0,1,26,0,6,58530,71856,0,4,10,1,0,35,1,0,0
54786,68876,0,3,9,1,1,24,1,5,43279,55509,0,0,1,0,0,17,0,1,1
48417,55819,0,2,11,3,1,21,0,6,34135,41878,0,1,1,0,0,5,0,0,1
51983,70190,0,3,1,0,0,23,1,0,64270,78026,1,1,11,4,1,35,0,6,0
48382,54022,0,1,11,3,1,26,0,6,31113,42395,0,0,0,0,0,8,0,0,1
61062,75887,1,3,11,3,1,28,0,4,41822,63984,0,1,0,0,0,8,1,2,1
70370,88904,1,3,10,1,0,34,1,3,61239,75867,0,2,5,0,1,23,0,3,1
41851,48991,0,1,6,0,1,16,0,4,30869,41634,0,1,1,0,0,5,0,2,1
58676,76151,1,3,7,1,1,34,1,3,47526,59995,0,1,5,0,0,14,0,3,1
37452,37217,0,2,5,0,0,29,0,6,26215,30314,0,0,0,0,0,11,0,0,1
31350,34430,0,1,1,0,0,21,0,5,26856,28727,0,0,0,0,0,9,0,1,1
39763,47685,0,1,3,0,0,22,0,3,35681,45806,0,1,1,0,0,14,0,3,1
37656,41454,0,2,2,0,0,25,0,6,29008,33242,0,0,1,0,0,10,0,0,1
69477,84472,0,3,9,1,0,47,1,3,59820,76358,0,1,2,0,1,35,0,1,1
67674,84896,1,1,11,4,1,27,1,6,62835,82544,0,3,3,0,0,27,0,0,1
58947,62872,0,2,12,3,0,45,0,6,47989,56180,0,1,0,0,0,26,0,0,1
34500,39223,0,0,0,0,0,16,0,2,41061,46025,0,2,4,0,1,28,0,4,0
40438,48326,0,0,2,0,0,11,0,2,48880,64595,0,3,4,0,1,27,1,4,0
48099,57521,1,0,2,0,0,19,0,2,58262,69035,0,3,10,2,1,43,1,4,0
35385,34920,0,1,4,0,0,24,0,6,26225,29017,0,0,0,0,0,8,0,0,1
62995,80015,0,2,8,1,1,29,1,4,54819,68366,1,2,3,0,0,23,0,2,1
39449,50390,0,1,2,0,0,10,0,0,54386,63348,0,2,11,2,1,32,1,6,0
44999,55605,0,1,1,0,0,13,0,4,60251,76115,1,3,11,3,1,31,1,2,0
52090,66274,0,0,1,0,0,16,0,6,65496,84603,1,4,11,3,1,37,1,0,0
70595,90366,2,3,12,5,1,38,1,1,66686,88619,0,2,3,0,0,34,0,5,1
54567,69477,0,1,11,2,1,40,1,6,43403,52330,0,2,3,0,0,19,0,0,1
51149,60477,0,2,4,0,1,33,0,0,51666,62430,0,2,9,1,0,21,1,6,0
35746,40796,0,0,0,0,0,16,0,6,45238,52853,0,1,6,1,1,29,0,0,0
52746,63681,0,1,1,0,1,27,0,2,67312,83877,1,2,11,2,0,50,1,4,0
65508,80779,0,0,7,0,1,33,1,6,65300,86226,1,4,4,0,0,31,0,0,0
25138,27082,0,0,0,0,0,8,0,3,33792,35864,0,2,2,0,0,25,0,3,0
91769,142718,0,0,2,2,0,68,0,0,91194,154313,0,0,4,4,0,84,0,0,0
64763,89518,0,0,0,0,0,45,0,0,71840,105818,0,0,4,3,0,75,0,0,0
76847,114982,0,0,2,1,0,57,0,0,81682,120844,0,0,4,2,0,69,0,0,0
52519,65392,0,0,2,1,0,51,0,0,47584,58633,0,0,0,0,0,43,0,0,1
62264,83038,0,0,2,1,0,55,0,0,65800,93681,0,0,4,1,0,55,0,0,0
72027,105656,0,0,2,1,0,61,0,0,74312,110454,0,0,4,2,0,72,0,0,0
37935,46151,0,0,0,0,0,10,0,4,48321,58230,0,3,9,1,1,22,1,2,0
33484,40355,0,0,2,0,0,20,0,5,33531,36385,0,1,2,0,1,15,0,1,1
54614,70641,0,0,7,1,1,16,1,5,59987,77682,1,4,7,1,0,30,0,1,0
68832,88467,1,3,8,2,1,41,0,0,60835,76892,0,2,3,0,0,22,1,6,1
34544,42036,0,2,3,0,1,17,0,3,30201,36929,0,0,1,0,0,8,0,3,1
55221,73362,0,1,1,0,0,23,1,3,63486,82285,1,3,9,1,1,22,0,3,0
49927,56526,0,0,2,0,0,26,0,5,56454,69225,0,4,8,1,1,34,1,1,0
42246,55705,0,1,3,0,0,11,0,6,47280,61561,0,2,3,0,0,17,1,0,0
57666,75609,1,0,8,1,1,29,1,0,54778,64179,0,4,6,0,0,24,0,6,1
63862,86594,1,2,9,1,1,39,1,4,55975,67298,0,1,3,0,0,20,0,2,1
