summonerId,puuid,leaguePoints,rank,wins,losses,veteran,inactive,freshBlood,hotStreak
E5BSR_nQgHPc4W7zuSOTTFWSTvrlOOaS0-cOoi1QdiGy9HI,VpodWKL2Je3KTDK1cHMsWjhfxyt7ptK5dITMJZsSiBXAV6e81L9NwR2xTFlxV0zXwZw4G2YFSZxzHQ,1084,I,146,124,True,False,False,False
mW1BMapLuQIpsCmFhVUcjccn_1ftEOcJ6w_IfYI4CxSX8TM,N2b4RYrqwE7JpVWUVF3THLdgXLw24rAQcnsBfqPElQ_vBc99M5srhXK04-vlj-y4znJ2YHYKRNXHqg,1081,I,130,102,False,False,False,False
aBDR0FuDUdiyHgPe-r26baNxWS76XRGSstDrJBoH0L2NZKg,vKYX05f_HfdF8Ngpb7GSC5s540i4YQ_6TNKD5XUkSnxdqPUmN2pelfp9vrUJ3lwAZbmQ2ojwHeNnog,1077,I,309,285,False,False,True,True
o8JeiswSLcDMaOHjKA0w4gVorB5gbRoHUaWs89R8UD-V5g0,2OY1lOQNoOWrvcmt4xFvxT98Q2gEDUfqXEp-kKwUvUW3IWX5n99wWgJm1iPAy2oS5zqjwsYixMHlHA,1075,I,127,102,True,False,False,False
mYesQXgbCxS3tZvphEGIKnnmma-UuUe9O80x2lS5RmI,Dx81z5q7MXK_z7Guv9EOzRmHOFTrOSsWqhYWEc8ez1DPaMHPSIJ5hFbUFHHTdpApzDYZXoeGsfR2VQ,1074,I,145,96,True,False,False,False
vuNf2oQ7CPTLHE1v7GeKKGeS8aFToquP0G0peHc7fCNF5zY,KdnOMyzzYUz6vrhZ1RM2ce24n-6-XJj177lzbkpSr_dGUOPtnZIXN6pSfOujvKfFO93Drql29MFn2w,1074,I,99,71,False,False,False,True
LyZCspyA_tgVDFR9SZCc4CFXwKArStg4gNai-XsJw14rl9sC,iIUvQseOv1_zuJ6oCA7bfw9yBnPo5E8d5KOYWM9bjGkm2c0_dEtIesW8ROsOgdiETu-G9epGSpzKmg,1071,I,294,255,True,False,False,False
xP9r1uVn-FHhM759LvOhucwZdULYZGWeJ3dLLsmNikEuJSg,UKvh9icdZRpE9JD7L_bMkhcK67ApYDHJOb1sqYpYDWY28rHprblxbPKzx9Z4j58BwG4xjFaqRSlTXA,1067,I,108,62,False,False,False,False
9NjBEeyHohY8uPFeVv8KWYw05ZIOrohG4O7mbs7KA9O7RiXa,JwtYB5JnYQiXzujzd5x1kc2re8_E2aozZxXiGX0xxZT1moze-doP8E1EGLmMc8Oc-up0N0KsgT99EA,1065,I,148,98,False,False,False,True
KvJRPQnv9U6pd5SCI3Gm-pYeJtGHbmLBy7cBg5oVPDMNKG4,gRkJKSik_0CGCgNTFMNMvmgfO-CuHfygZseqyO-rfrOIuHdEcESzk_aIxnFjnFjjLgBMj86dKmGSdg,1061,I,159,120,True,False,False,False
UhdQVsQYMRQl_OtTOHskX9kYtnQxoiMXRFz-9VniobPU1jQ,GqGSaQvUr4Uy-PgPKsUn4gmHiJDl5-qc8hAFliAmAxJ6FuEHSrS98UBvcif61x_AcKoYVldryf0YhA,1060,I,271,244,False,False,False,False
fH6vfHKndc7COnDCc7ac1VnyXD7lXYSij56_aqEsBDk2mgk,9UYRXT4zJgV_XZkEZqKxqA1gN2YE0SKeh_YZ6Wv_417p1zl9bkSsSlLJQUyJJbsYzaF_PrC5ZOW9HA,1058,I,144,123,True,False,False,False
CzxL9qrqS0b6AkM5u31FU06H5cqB9R3HVlcS7LAXkSF9LKVwSrNz3AyS0w,O8FZ-Y2Xh36K2t-BgDLO2Mw4ha4KwyrRRqKF7rg8KY4qtNKBALl6b1MxvLxSqd6oePvq6o8p5b0Pgg,1055,I,119,79,False,False,False,False
GM3GrNxv5ZT0vU2Xe8-h1EZDfjFPSnHpRw_Bi6XYSR_L1qyhgetdqvR3Iw,fyYa_CyHqXrazmW10b1IXl3LngnjaB5BolPjU-JP7nj_NBIroGff68lXy74Y64u4AR3N3CTNruS0Iw,1054,I,137,100,False,False,True,True
JmSY6Nim_ha4UmdLJCJoyTCZ9AY03KAqx40eJwC9u1HfCqM,WZ97jRbkFrwtM3tmfRbjrP19dEVuskDyLpIRRb6a7MU6ocdEUhDoutJrQWaGFws8jV9rJ22WCTTw7w,1046,I,108,78,False,False,False,True
0FscgAEiW2aDNt0NzQw5INPaJYcMgLKQObVhs_gm8Muof7UFh98xJ3hicw,7wkLvOYxikd9wTcj6b7LAr2RkFsFmoFKkvnJg1KmFbHmzJ3t6HbelB0yuf5CnyOib8-e4NQWLYJ1sw,1039,I,170,136,True,False,False,False
Yth5EFPFFo6jKlaI-E1Dcbhv-vNjh4FCie6Utk0hds6QNjI,beC5e_942XgVAkGVCcsH9Grr52oHv8ivsTHA75RayuPd_YlMmTIS2gNDPjxxBlSlZm_himtekI4vXw,1038,I,177,147,True,False,False,True
BN1oUnnxkHg-t6M5dhb5G_T9x8oknX9VfyE7AzfnuUZt8_Y,__l9CzlztOhBOZLF_TG_WCAwMpETyLDZpFU-rZQDWdMxZHL7ZOeInAkzBnz_AFJosN8e3G_LctyH0Q,1037,I,244,219,False,False,True,False
Zyraj9xnXO1viD71Braj5xY522xmhNnMbZ4z94r9xGT7G7XO8lPmFIN6MQ,nvdpdvk1pq5rRZxktdmb1jiSgY6JqQ1QSPuuIiJJQnj-gn0vOQ1vk37bt2SwzrTmUjMMNJ_Bnu3diA,1036,I,157,135,False,False,False,False
b9JkQc1VE7_yMVY_nf6IcD3fQYbMau4moh63xB8NwA7PlY90jUh9KSXesg,9yNOlywkSIMG2x-TuZLGKUArnN_nfXR0qwWHooGNnWUi-F9dv-4-8i_TEnOPryph-Jhz8bMxciLJoQ,1030,I,269,225,True,False,False,False
w1rUd0tLpjIXmVxQr4rce5864SKHclCcHeG7eDgzOGp2_plMTn6jtVBnww,f6IYjzKyGYXkZBdLoJvI_TQxvtksaaB3rrX5Q9kAKK19uC4Cbok-Qj0i-ry0dmVV63MauEaQkFlAsA,1029,I,168,128,True,False,False,False
4AbP0WRc8qlBiY8USaVyCaab9RXju_p80L352g87Aw-_c-A,uSof1ogWGTw5I64accSOeuqRAGdTfatfnSuCa8l5_qY2Hb7y8Jv-sAIOxEDcOzCruCcfevp49UkjBA,1026,I,161,143,True,False,False,False
Jgmv76ez6FFoiAIUttlYo-AR2nFvy60pu6u4DtBc4pCrcaU,Cru3SwQPIVUVqZveCOaXYGN1Aa-89sjr2ZwuWdviEv0RcJNO2-eBiJuUUvXB4G6b9HYtQc9hSnFpkg,1026,I,139,113,True,False,False,False
HgXXezUCbG8AMCyqnAfwMA2x1D1ke5yHbskhvGN9Gn6W8lQGchzKfz43ew,X9zm3nWOZfGi7TjtiHHWBxhOqpXYRfo7Zl9wQiAFZtEKN5l3lMiWMDIlp4Sgqmvm1g4KvN9LGKXchA,1021,I,168,122,False,False,False,True
cdoS2WCV9cZyy3pVSUYmlKeODWg_86ZL_A5ow_xcVyEzbTTM,2WT1c1C_sHGN_zPnIYjaskYX8_nPEHfq0XXOqZdvL10lCv4ISaIvfyjSh6UOINV9iGufQT2AkSy9dw,1021,I,124,92,False,False,False,False
1UfBLMoEL8PMKlHDN4ForukJTBKUALFfERn3X3QAhhNT5IE,w1mjNoWFRMmb1nTox7uIKJDfBMh5nJQvRqmDD4WQwPayZTSLjczQwDXPYpwFpewF5w-OeM1pJbrTNQ,1017,I,150,112,False,False,True,False
wmkuk2ZGYy3lqdBCp__UQgqBaxLSftT-EIyzaw3ctrh0bmMHV5S65PgPUg,J7hIkHCwP5PGPITtnjQdmT5jOk0eqvfYuGmd7oK9HzKHdFtwRctEWYEP22_oKGbn2epns2Cso9y1cA,1016,I,181,117,False,False,False,False
1mAS0fwjHPucbMA3gGJmRTAk6VmnMAirWqj_7KK1rUWL5OPkzh_48eyJkg,fxq3z_7VXal-bJAPSGubSj6kmxgCMAPhy-zSiWY6SbJgv9hngFWkEYYvzJMGlATM7vUnrcfEtlWhTQ,1015,I,165,107,True,False,False,False
tJ32HOiysP0rphWhesMNNARS2hzJuEbDgG9r5O-8cHiJcwI,65CRS8qQ4qAyW4Hg4yfrXnDxqiVkkQd6Y8EIN3fdStsxjSwffXQpj_MbFzPycY4h52TLjx1iLpPV4w,1015,I,117,61,False,False,False,False
GGauWa4YPeN1G6ss7BFH_7kFaSkL_AXa85JVKeJ2ZqHzzHLCvo5rPa8I6g,zHpj5C4Et6g7USipNRVhoSCu4foqswyelil1WrpAOLzLqzYSn2jdgPkQWg8P9Z_YKDTCBrTrv9_xwg,1015,I,89,66,False,False,False,False
FOIND_gdzFAhDEx663OAS8V-V9iv6UDwZWasgvHEw3uULsc,yAYGHe0pA3t3RYvnamRqaLrCdheKwN8L-10XvPPDj4hm2-eMNTwRGMK4tfQ8blueE1lnoeg2U55znA,1013,I,243,214,False,False,False,True
jtas_Hyi9lFdERn_SxPYF4164QXRlKvZbDGdBS8e6KEokZQ,wq0gvD2AE-a0g8YNdejOX5MtzcFqs5ZHRuebs9zX0ubSMDA8YzuDHOQdJdFZQkde6D3wobaIXeVnUQ,1013,I,183,160,True,False,False,False
RApni1kzCbhifveFRsPPPijQdKkxIoCvdcBPyNmnhTPIaY0,EcrR9Q-OxPT9naT9j644bhkkq1XRJxItRCkuZeAA6YtPYAPzCjYTNgHVCXD5f766Th-T7YZ4Vyhq4g,1013,I,150,126,True,False,False,False
WhecyagXd43STa8OMLtQUJsZkdcE5dKHOIHVIFsE8ZVMNHM,hnhqS5y7T5Akaj2Rcx2GhYqry6cXD7o8cFlQuFZmHYRSmEwKT4xcmzcGsCRJ5v898MWbEuIefbc5xg,1012,I,379,364,False,False,False,False
f8py7GhZZ9hPkyxxIpPKcN2Sr1gNoMTahKZdz8dp6MWfPnCWJyc2f2LCWw,icHKNMDQKXj-VagR1Lwdz39QHby6A9Q4Ggo96L1UiB2Ru9qt_XG0E1FnTi3yDsUEo1cvFlYD_4llBw,1012,I,191,117,False,False,True,True
Ml7EkvAM1mYoTq5hi91bn6k8_MX06E7hYjQo6e9MRU3pLLw,wrTNsisstJvnSw8oqmPs7CpAqYw_9-zBPS3wvA5HiXnPoJPLnhEX5ZzlDWnf9L5BnEyrQTT4C4cgwA,1011,I,184,160,True,False,False,True
n_koOucR7lw5-y33FZemhW3WD_9yv4hH8XsxJl05Jh8PswPW7eLw_p0hyg,JqLEIL0n9ncI_1DekIIlstJccxCabKpLUnaAnr4mGZ4rG-bunU-4-sNczqEpe3dhL1jYRd9Z-Lz-fg,1008,I,237,223,True,False,False,False
soOZfMNv6QtHdrycFjsAly1dL9KHQR-uTAEUOTyGPfkmofY,u9VYE8p3k7n6dhO0JePvzhiHEUiBXTxAUYRfMtkQm1_2sbRBr7iXAbcoizZW1LRDPMpFTsHf5kldsA,1007,I,129,84,False,False,False,True
spi2K7D10qOdEEqzZdwKI4VFVT3XbWlzwmDZ453DLpQgxbot,oMfF8Tb1aBJ2SoVXFeg_3u9H8yoTVWHPdBqXGBPiPScm2WkfrEDGUv_2AF9NUl6tVJYSyNIZ8pLuVA,1006,I,123,104,True,False,False,False
J86jJIYS1oscfsNlwSIq4mLfbhIPmFBm4CQ0MenkaLUGIg0,N4GXsyMDLig74MVZGMTVjbQ4eOdOBsjE5gGRtiMzzbZWtvZ1MwkULP6mWHVYPTZ3BWiFynBL9AC_oA,1005,I,296,274,True,False,False,False
1ar9kcEH0YSfkYmvPd-osd-bSlBdjSFmY_a3W7p3YVVnp36zKWFl99KZ8w,sZZZc1zF043EalOavOgDg1hu4jrtstPY4S8cEvH4V27VRMoucDWLRXWRft0_i9G5u967bmuMCyreSw,1005,I,167,137,True,False,False,False
c3CdKhgLocxQAozjedj9mpfUwjQqoHVBR8rjTbAhU4C4peczT3OLdQHhqQ,NQOuuZ5pQAmEOjW6LI3wRrTKVRWbJM28KekUwBnItYVKQhlAES8L9T9VV-0CBa5h310aX5TnsKfgkQ,1002,I,192,129,True,False,False,True
zi8dEr54nPaKCOrp0qXf6pMi0F-s6fnn2VTpZ5ESbQ90XpE,-itEObM6_2tQedo6DlQPniP4MYe7fn38KhiOKh5ddbmx7G39CRJUWQV1RovREE3Lue_ode7NvS4SNw,1002,I,177,142,False,False,False,False
a7FR6uj9swSfl6VmW8gQO3IifdXmQUwg-DZAcqSIYKoMx9o,lC3bDnf4quqsIS_h7I_bNQmvFBfvqPC6yBAC6vIje8FtlAU10exT9O0wwGr-6Vp7O7jMt8-3TqNFQw,1002,I,92,58,False,False,False,True
eY04HRNs-xGDrXsGvjSy8qSkp_9WV-OzC4_M5QTM758lei4,0Gl9yG1T-wPuD0pJ3gQ3WYggZz-_WOWo5iw9ZqL9uaZIe6hAGJYwaSLHMT79j74rObbm3HcYgxXnww,1000,I,315,285,False,False,True,True
bLrPV-z3gCXHGSWueT5v7ztBX0GNauBAL159j8T_ApIDrMA,UswAm43o-af7ZImjMAasLbSEQNOsrdgTv_1zSGVYUU8j47Pknui_07ixWKDwLZWRAClu7OMXIajq7A,1000,I,124,94,True,False,False,True
wzctkfEjfFRHoFnXhIC1B9xSTengF8IdV4WNqv2Um4qF-78,xLNXeoJLvAZ7ChbbDG5O8sn6Ma6XkJ4viD7pMBiUXDKHzerTJ9EWVxnNMsGK-jaezJzoEa5920B8Hw,1000,I,114,92,False,False,False,True
PySVlA8-RMimLPr9EJIXnk2utLXbjA8nAvYmz25D3w4GyAA,X5Uozy88g2ZD5_7GLCI5N1PLbrybdFhRWyxFfCQb1g7CtvMoy6gYSteqYsOcAiciy0CWymsWvexi0A,1000,I,100,78,True,False,False,False
hnrpo0GADjT-d3GZxaEGLfYL47x1OykvgLoawbs43cZaY-tJh4N4UodJNA,RMolGWba1rb0FoKNCrqL3sim8FpHpzVgbOqEYhXgOwIOvpjLimrD5tiu1H4kh0YpDjzXCO0zfYjq6Q,999,I,412,394,False,False,False,False
Ttkana7php8iq1Picq2-WJf6DnKjAasB1AjAQKr4mdnWUZ8,JJobERA6cAof4F4S_p6Vv4JFyVZbbaVzI00bLUO8i-SD-G0trzzGdGT72g20hHIyxPlGqGHYPnZK7w,991,I,187,162,True,False,False,True
QprlTUym7idWeAeFVAfssLmHj257ezoEoRCV37PNdRhIOx4,Yf_R09wh5ypXiBT49mGr6vHER_RYhjAXkrL242Nss4r-I7t7AHej2akwshEsRTiNzJvFORlwSpda_g,991,I,129,99,False,False,False,False
vmFP_uz-mMrW7TFDlXjeU4QtJPQh2QpNPpPneSu7I2rRSCk,f3hBfnxerGnFmBlBL6eteuF9_o-Cs5UbOg-WEEEyyx81GlhouMyzMgEydFYIY1dS0Zzt_0pjatxs5g,987,I,249,231,False,False,True,True
ddv4XexoDCr6Uy4hD5R6NhN0Sp3vyO5_s4FEe5S_-vJ_BHA3vu-BNhTfcA,WrihOpmDZeP4Pp6ARbVTPfDXfZm_eXSTTCQeXIp8Uj4L3O6oH5GEunStUA7Ks4nlTX05h93sTcedcQ,987,I,88,61,False,False,False,True
bkASbVAgrXeoBS03oMgk-Rpek1SJx7s6FoNqvuP3G5EtCVgw,fVkrw_E-H2ybApRu8hzpU-mHzKHkwHOFaBxYRPILePDcHHe_bjgLOQ9tEcfVXfvuKgY2BTeuV9V90g,981,I,130,106,False,False,False,False
OZ90jpEA2-qyicK7ky5Ob3Vj0vxBuekxLPsuBJ6ADiXayoXN,LjAS_Pgt3OlnAsKTAr0PDaxoyfkvTN2Wya-pQPNOsy78qvgLqQyLgPuatt85EMjJ8CBTrqgP8ZFqSg,980,I,147,121,False,False,False,False
5coC_8trCYpPZSjOGLYG9eCbVg96uIwGMmJhKd6gJbHH8R_2b4rkYfqHRQ,eXMDT1m4hiQj29Rohhh55IlBi0yprucHZ8pE6GP71Et2DYjNNDAN9X3jYZW73dZdYC0tmWtfs2I9uQ,978,I,160,110,True,False,False,False
OvtaAuK49UKGqwiOCDZvtSx2ncd4NeQ7LWits4vKyRs-TwI,GKyuWb9D4JjqVhy68qz7LjElpQCC7XnolDvAC36ZeVm65oWwTlZItwnReVTeOD39C_E6Ac53wjXFhg,977,I,126,96,False,False,False,False
n04vDG_XMFVCJQmQ5NvufGvUawJfSZsyXQROIXUJ4Dot-b8,Mouvd9x4dDXWlHlCkVR8CtB0jbfHhFnv9CURy7KvUEEBovitSnbjHCPc7IxvEFQxrEtV-snS9EpebA,976,I,197,175,True,False,False,False
8Xy70GmKkNTOg7N-vfzqW6gH3PGlmkxzMDrfGOdyCaLpToc,TtrthNAbaODyKZ9oxy_buJ8-LagtUteefuFh4S6f56z5W2wxEImF3jjd-suYhSi5vyRSWZ96QjQ21A,974,I,262,238,True,False,False,False
-SxdbOU2tdXuC_aqTRvGZ2WNL_j2fZOIcXVn7nWKJlLptasZHZLIpt7ZeA,0lSA7c1NGBtTBIKnNrTc1Hel6uIZGY22Ih9fgXCckQJ8Wp2kAmyQzCZoSGgry7-T14EDipkSmyRIpA,972,I,158,93,False,False,True,True
gigk-4ESCcYHRssop7m1d-rYLgppyzSs843t37ph_Rc3oonQeSzWtRFseQ,wWJkeJ5L3RsZtWrD9mPoTROcBEMtH3lJ23_5Uten56OIx01Ph3B6exhJtt_MNeBcQ1-p4TG1FVxbjQ,971,I,269,236,True,False,False,False
JPi1U6Q27jdU6BxGHlKalH6f8TbDCYdMyVAx3dp498t0C5k,v_r80Jkq4Y7CqpY00mG2UeQUWHVYbM1TR4gwZCQ_osO3ZsMuMyTUN8xulKY7hLxbupOuMqFOW1OTDw,971,I,219,188,False,False,False,False
jz8uQrKyZZZhwbDi__jtRbNp0qqsaEK9-BPh8aY_-Lz-4DXUqlTHE9T8JA,ttfZJ1CjwaPrajJN6egtB5tM_AR0DJoSG3a27BET9_EESF1LYpG66n2qxvBerE5TXZ53zGka5qBVIg,970,I,310,284,False,False,True,True
HMq6YAWjmSUo4sRMJ9pOtkJJgbs4fcOeCasq3On7TPi4OVi1Lr78BKgtYw,ZEIIadJU_jUtKWTPTQBjDbad7iYjjy7UFFixzCIR2qlJMMA-ycxNis7-hj-Gm-hXhzP8IbBEGxDIBg,970,I,275,228,False,False,True,True
bGubRsgOIxZrHQDEAPr8U0RTdOJKhfLGDjXee0nkAEFptBNHui-KFmfbog,Fz1QhE5n3VoWcx-wOtJ8JLPX9zzaIDBKa_8GrwBsXHViKZWRp21b2Dh3L7x-TIcTgb2i5vze97NC8g,970,I,213,179,True,False,False,False
m2DdzxQbBQzu5fH2_V7AEypDgXS6Ut8H4a9lfZD_5Y49FMY,fvzfV2OewQEtmUoVc5N7cjGKLuQ_Mb4SMt8KHE9plvQauX1WAii86VUTqhy68Fit4LM7rbeyB7KzjQ,970,I,174,144,False,False,False,False
nZKmGjsBTFsZe8kaSJ4dva_MtEdDIyrzX-yRXZ72KgHIHqQ,1GZ5adjsQnYvzFxl-gij6WDm3VeWDqcwXGagOAh8_gjlSbVsXEL-FblKOYTn1RXBWkLHXCHtf3Q4zg,969,I,252,235,False,False,False,False
BF1UZs-PoSSvonuMmSS2e2AY5CGQOPJv_XbKL9mF0oGpbwmOt_3RtoBUCw,fp5nO8D-04viiOkkNjXzN2aRbV1zCC1voUNl6IkUm27VfM8PafPe1M3lLJ1hxX_37FdjS6tKoYD4Eg,969,I,189,156,True,False,False,True
-XXuSzfsDtxlphvnTXzV_KmlKRspc0XLEjR1NhmJPDg_fkncIwsMPgL_xQ,OvExuH_4n3FO6SlPNVDYM14ef0NVU7GQvjKVZZKYWRTDeOZnvtQX17-x632D9O9PR6HG36_tBAq1uA,968,I,367,318,True,False,False,True
-mdINRzXkH-lxMAKPqzkc5vk29J6KIYTXTbtsKfmkVh76YA0,SwMrRoekKHrb_874t4XGL6VgFBTDPi5l2gWPC6AJBstrzcxRKUBOs4DuvgtT52Es4jHDu-6-tZ7iwA,967,I,148,124,False,False,False,False
bKsKcbJVrbefxijx5rsnNje2KPqRpauSodWq94HUwKY8BkE,XeoT5JTgOT3blGW5j4P_qQZ95FRAypUHsi-8LmsVkWDJG85UF80oHRZR8Alf6Jjx3fDQAImNAmd7dA,965,I,212,198,True,False,False,False
urTdMYbqyot6wGGm-DBXmg8bj2HmYUMTsXgSOOUJENh9Kr57,16fdLsHpd6CrguFz71agaPBPqbekw0AE3cnEiEScj5DB0--y7lD3pDQpY5ZkIHpG4u2l2JQHYCtbWA,965,I,148,111,True,False,False,True
J9mfTT8M9flsuKklBYtLb38_BPKsvpLP4W1OleRJX7lJ8z0UOuhejZ_LCA,oINdgYcZ2RrbMyQDrFCmytcUvslpaV5qTiE59J_BxOAK0cwmhBc_3YcveJcLynV8osdmpue3aDAlPw,964,I,157,138,True,False,False,False
6qJdZAVJRKKzEBe5E-iuftk20f7Z6T-kgVR42spedh5x1Wg,6ClPDlXerXcM_jmCYrVqHCMX1_WFaymzU3mYFUPPbkoaOOfOwi5KrdLdX2ETOMVP-y9GE9UJyeHEPA,962,I,145,114,False,False,True,True
yuqapeWad-l9Rvuk6wikEODMTZtdSF0q3ICP9Vi4lZUvhyE-,ezR4XPgXe9325vajNNvMVRKRMF5ezxRaqzkqs1Gi4vD4G0HW3YPomdTLvC69gDVyJzgv3hgRTlDbMQ,960,I,210,194,False,False,False,False
51PWG20NueIkawELgD2M-TT7zqynurPoRbNEIMBvhVM4NAE,iqAMI-NddFmFooXjt8Lv0nCBGgEhMcVnFdgzsp6qXktplp_nDg1FTWB1NzueHAoFOy0G1rfhaxj6Rg,960,I,125,86,False,False,False,False
5s2KNXsqob5SlB9VMKqJVmDkTpUSzfHMbvn36cVKV7vzp4E06NE4HCJM9A,LZc0OEfgvZF_TW93pPRlhLQBNIEmdKjOkZs_3f8u_NtJY6btxWJmzqzYZPCuWxK4F-jZFZlfapL5Rg,959,I,266,246,False,False,False,True
XXxqrxQAaC_1e7_8XUGTJgG1qimR4H69V_Lo1W0-TadUGCs,FTNLi3poy5CcGjrdOXnrqFk0iMZd01e2308cotLV_JVCtlE32gocjjeaB1S9MwxU8D7KbgGqPtke0g,958,I,214,192,True,False,False,False
S2vdhby2NkmPsqzW5yx_8IB6VsNu1nhMc9AiJorpNhoy5ao,dpx8QSoi16M0OyrFJeXQ2GlcFewK24Jm4fXO0mvZkiqfOxKcpjaaS_nU3ZqO8Y-RdxA-wa9Rm1yX4g,957,I,167,140,False,False,False,False
8Qgza9esRTeS1iSmbMFca4sD_rI46h1P83ZVWqfOV-EpMxg,yMuxDgnDYRe_Q5sTbUwDQpY8GZ5_tH-CArTT5kec7F5ghsKUIpPzbGZGL6iCc99AihxhaLR-fKFD-A,957,I,121,74,False,False,False,False
ytgicfKCyYReIXxrq22bE9LC5042LHgpkGJm-eCJ80QgkBI,wDwnHgRrgb2Q8TEC2wbOhd7iNla5vGwiRMbE1tSx3KJ8npjjj2-IxodRrGq9rd9NHGdpbC4A-PFfsw,956,I,160,129,False,False,False,False
exdRLUYsYrLsyQoH5eK8rmeWDjm__GEWske83z7ZN0nDAtM,WAyOqhtpec_ObNpzPdvKIMczjBo8-S9FVrcMNmc-a5efX4Ug7oMTsUzlf5oJtv4dYerEuVzK00a5JA,956,I,156,121,False,False,False,False
2aKxnp80GQZsh3tMbKlBnlmGdyCqRDTsEPdfMUncjayPy3w,BM1reAda7TD2W4uJHqQSC2ohlUBHL8C1hA4FsPoMbLnsPmWJvfLMtEhk3SUPkdd4M64vNTgWF7KhZA,953,I,191,169,False,False,False,False
qoEQY6pRKGZCjsCjFW3hucOqRCgFQwY2tNlkVTN__fTCqvQ,9yz6R5YZzk4qdyCZNGyolkGa1EyKD8nyvFXu1Pp8VP_ZF0DTPaOiAiH-uUAC1rWx6kZKxLVLvSKDWg,952,I,91,75,False,False,True,False
88zN-kN6tEblDoEDDis2s0UPi55GTmjp3dGRulVVpKQNddp0Y3_Zgp0j7Q,o0eLfy3Bovr-_SILK7Ldjy6KP464JTassUNrNlsnJzcioHxAorXPt324nT7JPth9xb8RfkwinaWxOw,952,I,83,42,False,False,True,False
mok3JbnFVm5EyKzjBMp_7_AxFnDHdfMLhDWGrvGwnEf6YS0,TgcFuKgyaXrBomda7tLxrtwe8zxY-kRx1AOZdIyIdSNlmKwkSdOMk_FDPyn0_vMFTOggO-baIZ3z_A,951,I,87,34,False,False,False,False
zLRbGqa1Vjb8qIFjPYS6sk2xejhIwUm31u2kV-ql02qBo_w,vexv6eQUCMneb4gThCmlWNGEIywpW-QA_W-eJ8iQbv-0CzvQqnOIAsgMLbdsMSbDrsR0Y2XtavatEw,950,I,201,126,True,False,False,False
k7RxqrPjaRuopO_O4T_jFFDH-33ffK39Fk0VqkQcgeJ00gnn,ND9pJo-TFL1OiZ7IwR8FGRD-Lq0tb_XPnJWtFwSidYB4_U_EDjVGSvQIfdoBZ3cIgEh6qr0O9iVJ6A,948,I,215,187,True,False,False,False
_qtVO8PxnI2CXLrFyxYR8jZbRbiDg0tWDk3OQEbTVv3GASk,RB_at5_MnTw837XvHsNPbUJloD8R0FTfsfBei8sFeOfHRhOH1Gm0-gIerHcEayb6GJWegS61_3OlFw,947,I,222,109,False,False,True,True
HoSMXmB-fCVs7FTJpvQ8Hb1fwVJNlAuRb8VWY4tCwmuq1q_o,ZDLCnAy80_R3g4sL-bK4ZcnSF30P0EsTFg9jzh-Q_xvhr8H6xrhdcEiBFxieAySeC7sJrLcwI2pd8Q,946,I,128,108,True,False,False,False
2UmmhWMYEmDQ3SnLKQG2fKaJGsG0qGPdOpptmFsVnztLb0I,5Si32_f3fUUBaoZ2dVQn6dJ2Bv3tEetoznBKbPIqXqSkMiESuC9x6GHGIZWdP1dGuL_fsK0pFUOPLQ,940,I,252,219,False,False,False,False
tZSzWXIOyWOHEEh2EL-9FCuY3jKO2NnyeLwm7EUJUgFFxqc,7EhBT5cfXvDMd-MS_zfUWHtaEW_Be5qwowfGOEDxUxyEkzLFg_1QDrYxymSRRQlLckAPcwZ22r6blA,937,I,133,105,False,False,False,True
89kVR3741cmvdbiuDGBURy1bfXoIRLopKlMoghu_wbsi1UrMK1dwGXL7pA,GmE6oc_RV9oyldRZmO3oFXtKIdDoa-RtmBN41Z9jTkJtdCtDwh0VCeM3UqzitEN_c45GZZWgkwCIJQ,936,I,168,140,False,False,True,False
hvPzwWtU1V6IBcklWzhh7RrbhwprFMjy2IYr6Ip-xIB1oLc,hrcBQa4ztqWsEPACCU_AwcxGohymu4682bEtK-XhqN_zY1jhDx64zGZ7RM-_I9lY0mwluY7h2nzKjQ,936,I,102,77,False,False,False,False
KFE7LCvE6YuNe5Q61O1tQqp2DnfAld3zJIv286BYxolz3Qd9,mHaZDLWy9XGkutCjXbtSF-QyOIZKExPY6Mw8ShXkDKKI0lWzfCZHvC2weM-544_kx-vOmW_-X6Tf-A,934,I,126,103,False,False,False,False
TAwls7p4qlZ4EsexzGHqdsaqoXiLf2kcP7LAgkSrYbatarJv,JNT7GvuhF21Gmu7pvWjG9SeolRlxAzq7QgTX7xk1hLbcH3nHEhcqYD0SgEDIVZzcCUthZv7FvYdz1g,933,I,68,43,False,False,False,False
stnUNgbHTepAX45jLCaLtLoP9fbWoVtbdo8tAjUKghodrjX3,l6p4QAVKeo-Y_xg5QswFn68hUmyfR4S01PcV5kx6bi5dLkZGFia4BU13ofXNGgVAhHQQJ278gF8A3A,931,I,145,110,False,False,True,True
BSK6daIbnHfMC7rW_7exUPFul53cjVEHG9RwDKQI-GS-ZXE,R3U_nj5Ig2a8_ncQKK9bXl1_E8EnlGCJuWhizEQ0ptpDI1LCxp7ov0fduTuicscZiQsN3mhDC_CnvA,930,I,99,65,False,False,True,False
otwv2k8XFHUcHP-m-wxfSCISvp5vYGjc4ZdH9MsbKWWznzs,IP0KLa-408-JNoJuycpIaylRDfIzxFg5eeTQgSFdo4LnbIYh4vaHvsf5wW0qGrowbH0jbUmpluPtow,928,I,219,199,False,False,True,True
