match_id
NA1_5260768794
NA1_5260727031
NA1_5260688065
NA1_5260650365
NA1_5260624547
NA1_5260605562
NA1_5260575550
NA1_5260549607
NA1_5260525420
NA1_5260291509
NA1_5260282438
NA1_5260277789
NA1_5260264967
NA1_5260249419
NA1_5260232452
NA1_5260223400
NA1_5260207822
NA1_5260179673
NA1_5260154424
NA1_5260122758
NA1_5260524952
NA1_5260492190
NA1_5260460107
NA1_5260444471
NA1_5260426798
NA1_5260395573
NA1_5260374558
NA1_5260230575
NA1_5260192607
NA1_5260158888
NA1_5260088630
NA1_5260045579
NA1_5260023086
NA1_5259782113
NA1_5259760843
NA1_5259466612
NA1_5259456263
NA1_5259444939
NA1_5259433955
NA1_5259397321
NA1_5260793505
NA1_5260773543
NA1_5260754365
NA1_5260727917
NA1_5260713685
NA1_5260694308
NA1_5260655286
NA1_5260587559
NA1_5260487153
NA1_5260450119
NA1_5260427246
NA1_5260415490
NA1_5260388445
NA1_5260372070
NA1_5260205466
NA1_5260147534
NA1_5260097858
NA1_5260074194
NA1_5259627213
NA1_5260297687
NA1_5260285377
NA1_5260280349
NA1_5260271870
NA1_5260259738
NA1_5260244208
NA1_5260230482
NA1_5260182710
NA1_5259681319
NA1_5259666046
NA1_5259645655
NA1_5259628623
NA1_5259579789
NA1_5259563333
NA1_5259551786
NA1_5259541838
NA1_5259533267
NA1_5260715305
NA1_5260684175
NA1_5260658076
NA1_5260614736
NA1_5260131035
NA1_5260054178
NA1_5259905558
NA1_5259876930
NA1_5258381642
NA1_5258349945
NA1_5258313755
NA1_5258283440
NA1_5258261246
NA1_5258199793
NA1_5258180712
NA1_5258160240
NA1_5258143284
NA1_5260756373
NA1_5260669737
NA1_5259966570
NA1_5259919724
NA1_5259215248
NA1_5259173439
NA1_5258542799
NA1_5258164376
NA1_5258145915
NA1_5258124452
NA1_5258106680
NA1_5258088708
NA1_5258029368
NA1_5257900294
NA1_5257880455
NA1_5257745916
NA1_5257385717
NA1_5257373123
NA1_5257319714
NA1_5260874581
NA1_5260843916
NA1_5260816479
NA1_5260794456
NA1_5260186656
NA1_5260166237
NA1_5260138272
NA1_5260061008
NA1_5260006050
NA1_5259969396
NA1_5259935079
NA1_5258542346
NA1_5258500443
NA1_5258453364
NA1_5258419162
NA1_5258390578
NA1_5258354333
NA1_5257863410
NA1_5260782784
NA1_5260756651
NA1_5260730262
NA1_5260699031
NA1_5260671194
NA1_5260573263
NA1_5260555931
NA1_5260492527
NA1_5260427945
NA1_5260416082
NA1_5260214259
NA1_5260187602
NA1_5260162167
NA1_5260124449
NA1_5260090614
NA1_5260046785
NA1_5260012281
NA1_5259970653
NA1_5259924617
NA1_5260846291
NA1_5260432036
NA1_5259792951
NA1_5259578619
NA1_5259255612
NA1_5258969049
NA1_5258614793
NA1_5258251272
NA1_5257941397
NA1_5257929724
NA1_5257917235
NA1_5257880873
NA1_5257581295
NA1_5257561653
NA1_5257421879
NA1_5256186537
NA1_5256150684
NA1_5256107585
NA1_5256038771
NA1_5260395999
NA1_5260254352
NA1_5260242106
NA1_5259736896
NA1_5259712761
NA1_5259390319
NA1_5259360275
NA1_5259334147
NA1_5259302138
NA1_5259276666
NA1_5259169373
NA1_5259139765
NA1_5259105978
NA1_5259084217
NA1_5259063179
NA1_5259028768
NA1_5259003953
NA1_5258969364
NA1_5257952298
NA1_5260146211
NA1_5260120812
NA1_5260063866
NA1_5260029153
NA1_5259991199
NA1_5259965486
NA1_5259941169
